실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-09-11,True,False,T2__대여시간 설정,밤비,밤비,이탈,"- 이용시간 설정에 따라서 사용할 수 있는 쿠폰 상이
- 이용시간 더 길게 설정했을 때 쿠폰 지급 및 할인 받을 수 있다는 내용 안내 (업셀링)
- 쿠폰 적용되지 않은 회원 이탈을 방지하고자 함

eg. 2~3시간 설정 회원 > 4시간 설정 유도 및 쿠폰 할인율 안내
      8~9시간 설정 회원 > 10시간 설정 유도 및 쿠폰 할인율 안내

*쿠폰 상의 필요
ㄴ 세일즈TF 전용 쿠폰 시간구간 세분화하여 발행 검토 (마이클)

*캠페인 총 4개","[인앱메시지]
(1) 이용시간 1~3시간 설정 회원 >>>4시간 이상 유도
(2) 이용시간 20~23시간 설정 회원 >>> 24시간 이상 유도
(3) 이용시간 44~47시간 설정 회원 >>> 48시간 이상 유도
(4) 이용시간 91~95시간 설정 회원 >>> 4일이상 유도


* 15분 내 예약없을 시 4시간 이상 60% 쿠폰 지급 및 푸시 발송
* 쿠폰 사용 시간과 근접한 시간을 셋팅한 회원에게 워킹할 것이라 판단하여 위와 같이 타겟 설정하였습니다.

[푸시]
인앱메시지 확인했으나 ","[인앱메시지]
#N#분 더 추가하면 대여요금 최대 50% 할인🚀
📌 현재 이용 시간 : #N#일 #N#시간 #N#분",,,,,Promo_250911-0924_타겟_밤비_세일즈tf-T2-대여시간설정-이용시간별업셀링(1~3시간타겟)_카셰어링(전체)_인앱메시지_AB테스트,,,"- 쿠폰이 적용되지 않아 이탈하는 회원가 있을 것 (가격 문제)
- 할인받을 수 있는 방법을 구체적으로 안내하면 예약전환율 올릴 수 있을 것이다",쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,U2. 4시간 이상 ~ 10시간 미만,,,,,,,Variant,2566.0,1183.0,46.0,1334.0,52.0,1401.0,54.6,Control,0.0,0.0,,0.0,,0.0,
2025-09-11,True,False,T2__대여시간 설정,밤비,밤비,이탈,"- 이용시간 설정에 따라서 사용할 수 있는 쿠폰 상이
- 이용시간 더 길게 설정했을 때 쿠폰 지급 및 할인 받을 수 있다는 내용 안내 (업셀링)
- 쿠폰 적용되지 않은 회원 이탈을 방지하고자 함

eg. 2~3시간 설정 회원 > 4시간 설정 유도 및 쿠폰 할인율 안내
      8~9시간 설정 회원 > 10시간 설정 유도 및 쿠폰 할인율 안내

*쿠폰 상의 필요
ㄴ 세일즈TF 전용 쿠폰 시간구간 세분화하여 발행 검토 (마이클)

*캠페인 총 4개",,,,,,,Promo_250911-0924_타겟_밤비_세일즈tf-T2-대여시간설정-이용시간별업셀링(20~23시간타겟)_카셰어링(전체)_인앱메시지_AB테스트,,,,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,U2. 4시간 이상 ~ 10시간 미만,,,,,,,Variant,566.0,265.0,47.0,300.0,53.0,272.0,48.1,Control,0.0,0.0,,0.0,,0.0,
2025-09-11,True,False,T2__대여시간 설정,조단,밤비,이탈,"- 이용시간 설정에 따라서 사용할 수 있는 쿠폰 상이
- 이용시간 더 길게 설정했을 때 쿠폰 지급 및 할인 받을 수 있다는 내용 안내 (업셀링)
- 쿠폰 적용되지 않은 회원 이탈을 방지하고자 함

eg. 2~3시간 설정 회원 > 4시간 설정 유도 및 쿠폰 할인율 안내
      8~9시간 설정 회원 > 10시간 설정 유도 및 쿠폰 할인율 안내

*쿠폰 상의 필요
ㄴ 세일즈TF 전용 쿠폰 시간구간 세분화하여 발행 검토 (마이클)

*캠페인 총 4개",- 인앱메시지 확인 후 20분 내 예약없는 회원,"(광고)[쏘카] 4시간 이상 예약 혜택🎁
➊ 60% 쿠폰 자동 적용
➋ 50km까지 주행요금 무료
[수신거부 : 설정]

(광고)[쏘카] 24시간 이상 예약 혜택🎁
➊ 60% 쿠폰 자동 적용
➋ 50km까지 주행요금 무료
[수신거부 : 설정]

(광고)[쏘카] 48시간 이상 예약 혜택🎁
➊ 최대 63% 쿠폰 자동 적용
➋ 50km까지 주행요금 무료
[수신거부 : 설정]

(광고)[쏘카] 96시간 이상 예약 혜택🎁
➊ 73% 쿠폰 자동 적용
➋ 50km까지 주행요금 무료
[수신거부 : 설정]",,,,,Promo_250911-0924_타겟_조단_세일즈tf-T2-대여시간설정-이용시간별업셀링(1~3시간타겟)_카셰어링(전체)_푸시_AB테스트,,,- 인앱메시지로 전환되지 않은 회원은 더 큰 할인율을 소구하면 예약전환이 될 것이다,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,,U2. 4시간 이상 ~ 10시간 미만,,,,,,,Variant,1301.0,333.0,26.0,466.0,35.8,578.0,44.4,Control,31.0,8.0,26.0,0.0,0.00%,0.0,
2025-09-11,True,False,T2__대여시간 설정,헤브,헤브,얼리버드,"- 리드타임 별로 분기 [② 단기 계획형:1~3일 미만]
- 개선사항 : 구재자 제외 윈도우 지정 및 리드타임별 리마인드 시점 분기

- 목적 : 예약 전환 유도
- 소재 : 미래 예약 니즈 리마인드하여 탐색한 시간이 가까워지고 있는 점을 소구
- 가설
탐색시간(현재 시간)과 탐색한 예약 시간이 1일 이상 차이나는 경우, 예약할 시간은 미래이나 미리 예약 금액 확인 차 탐색한 회원(*당일 예약 니즈 없음)
탐색 행동 이후 1일에서 3일 내 메시징으로 이전 탐색했던 이동 니즈를 명확하게 기억 >> 탐색 시간 리마인드","이용시간 설정 이후 이탈 고객
- 리드타임 별로 분기 [② 단기 계획형:1~3일 미만]","(광고)[쏘카] 곧 예약하려던 시간
오늘 {{11시 30분}} 출발 계획이 있으신가요? 3시간 남은 지금, 예약을 서두르세요!
[수신거부 : 설정]",,,,,Promo_250910-0923_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드_카셰어링(전체)_웹훅_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,L2. 당일 활성 회원: 당일 접속,,,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,8981.0,1979.0,22.0,2760.0,30.7,2530.0,28.2,Control,0.0,0.0,,0.0,,0.0,
2025-09-11,True,False,T2__대여시간 설정,헤브,헤브,얼리버드,"- 리드타임 별로 분기 [② 단기 계획형:3~7일 미만]
- 개선사항 : 구재자 제외 윈도우 지정 및 리드타임별 리마인드 시점 분기

- 목적 : 예약 전환 유도
- 소재 : 미래 예약 니즈 리마인드하여 탐색한 시간이 가까워지고 있는 점을 소구
- 가설
탐색시간(현재 시간)과 탐색한 예약 시간이 1일 이상 차이나는 경우, 예약할 시간은 미래이나 미리 예약 금액 확인 차 탐색한 회원(*당일 예약 니즈 없음)
탐색한 기간으로부터 시간이 오래지나, 탐색했던 니즈가 기억이 명확히 기억이 안남. 탐색했던 날을 명시해 탐색했던 기억을 상기시키며 미리 예약을 유도한다.","이용시간 설정 이후 이탈 고객
- 리드타임 별로 분기 [② 단기 계획형:3~7일 미만]","(광고)[쏘카] {{5}}일 전 찾아보셨던 출발 일정🚙  
{{9월 10일 11시 30분}} 출발, 1일 남았습니다.  
지금 예약해서 확실히 준비하세요!
[수신거부 : 설정]",,,,,Promo_250910-0923_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드_카셰어링(전체)_웹훅_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,L2. 당일 활성 회원: 당일 접속,,,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,8981.0,1979.0,22.0,2760.0,30.7,2530.0,28.2,Control,0.0,0.0,,0.0,,0.0,
2025-09-11,True,False,T2__대여시간 설정,헤브,,얼리버드,"- 리드타임 별로 분기 [④ 장기 계획형:7일 이상]
- 개선사항 : 구재자 제외 윈도우 지정 및 리드타임별 리마인드 시점 분기

- 목적 : 예약 전환 유도
- 소재 : 미래 예약 니즈 리마인드하여 탐색한 시간이 가까워지고 있는 점을 소구
- 가설
탐색시간(현재 시간)과 탐색한 예약 시간이 1일 이상 차이나는 경우, 예약할 시간은 미래이나 미리 예약 금액 확인 차 탐색한 회원(*당일 예약 니즈 없음)
탐색했던 시간이 꽤 먼 미래라면, 여행 등의 장거리 이동으로 가정하고 전기차 소구 혜택 강조하여 미리 예약하도록 유도한다.","이용시간 설정 이후 이탈 고객
- 리드타임 별로 분기 [④ 장기 계획형:7일 이상]","(광고)[쏘카] 미리 본 출발 일정 리마인드
{{9월 21일 10시 30분}} 출발 이제 3일 남았어요! 멀리 떠나도 전기차는 ⚡주행요금 완전 무료⚡지금 예약해서 전기차를 선점해보세요
[수신거부 : 설정]",,,,,Promo_250910-0923_타겟_헤브_세일즈tf-T2-대여시간설정후이탈-출발시간리마인드_카셰어링(전체)_웹훅_AB테스트,,,당장의 예약의사가 없어 탐색 후 이탈,,푸시,L2. 당일 활성 회원: 당일 접속,,,LT5.리드타임 7일 초과 ~ 14일 이내,,,,,,Variant,8981.0,1979.0,22.0,2760.0,30.7,2530.0,28.2,Control,0.0,0.0,,0.0,,0.0,
2025-09-11,True,False,부름 요금 개편 후 수요 증대,조단,조단,부름 유도,"· 기존 부름 요금을 알고 있는 회원으로 가정 > 혜택 소구 유리
· 최근 1개월 내 부름 1회 이상 이용 회원","- 최근 1개월 내 부름 1회 이상 이용 회원

*서울/경기/인천/광역시/강원/경상/전라/충청 
ㄴ 24시간 미만 부름 할인 혜택 좋아짐 (6000원 할인)","(광고)[쏘카] 부름 추가 할인🚘
{{content_blocks.${250702_hev_timecheck}}}
기존보다 6,000원 더 저렴해졌어요!
지금 바로 차 부르러 가기👉
[수신거부 : 설정]

(광고)[쏘카] 부름 추가 할인🚘
{{content_blocks.${250702_hev_timecheck}}}
기존보다 5,000원 더 저렴해졌어요!
지금 바로 차 부르러 가기👉
[수신거부 : 설정]",,,,,Promo_250911_타겟_조단버미_세일즈tf-부름혜택홍보_카셰어링(전체)_푸시_AB테스트,,,"과거 부름 이용자
- 기존 부름 요금을 알고 있는 회원으로 가정 > 혜택 소구 유리
- 최근 1개월 내 부름 1회 이상 이용 회원
- 모수 : 28,309 (마수동 미포함)",,푸시,L5. 이탈 회원 : 30일 내 접속,,,,,,,,,Variant,14354.0,723.0,5.0,1738.0,12.1,3062.0,21.3,Control,852.0,58.0,7.0,0.0,0.00%,0.0,
2025-09-12,True,False,T4__존 마커 클릭,조단,조단,실적 대응,차량 탐색 - 전기차 클릭 후 예약하지 않은 회원에게 전기차 예약을 넛징한다.,전기차 클릭 후 20분 내 예약 없는 회원,"(광고)[쏘카] 전기차 60% 할인⚡
{회원}님 지금 전기차 예약하면 60% 할인이 자동으로 적용돼요!
[수신거부 : 설정]",,,,,Promo_250912-0925_타겟_조단_세일즈tf-전기차선택회원-전기차이용유도_카셰어링(전체)_푸시_AB테스트,,,"전기차를 클릭했다는 건 원하는 시간에 원하는 전기차종이 있지만, 가격이 허들이었을 가능성이 높음",쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,3218.0,741.0,23.0,1043.0,32.4,1224.0,38.0,Control,101.0,21.0,21.0,0.0,0.00%,0.0,
2025-09-12,True,False,T3__대여 장소 검색,패트,패트,FOMO,지도 화면에서 전기차 빠르게 소진중이라는 포모 자극,전체 회원,"{{ ${random_bucket_number} | modulo: 10 | plus: 10 }}명이 전기차를 보고 있어요!
지금 전기차 주행요금이 ⚡0원⚡
무료로 예약하러 가기👉",,,,,Promo_250912-0925_타겟_패트_세일즈tf-T1-지도화면진입시전기차-포모자극_카셰어링(전체)_인앱메시지_AB테스트,,,,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,31171.0,10084.0,32.0,12536.0,40.2,13245.0,42.5,Control,0.0,0.0,,0.0,,0.0,
2025-09-15,True,False,T3__대여 장소 검색,밤비,이나,,"항공 발권 정보가 없는 기존 회원 제주 예약 만들어내기
잠재 제주 여행 회원 대상 쿠포닝을 통한 경쟁사로 이탈 방지

* 9/12 건에서 이용시간 3일 이상 설정 회원 대상 lms 진행하고 있어 본 캠페인에서는 이용시간 3일 미만으로 타겟","- 항공 발권 정보가 없는 회원
- 기기 위치 제주 외 지역인 회원
- 신규회원 제외 (9/1 이후 가입회원 제외)
- 이용시간 3일 미만 설정 후 제주존 클릭했으나 1시간 내 예약전환 없는 회원
- 여행존(제주) 캠페인에 진입한 회원 제외","[보유 크레딧 1,000 미만]
(광고)[쏘카] 제주1일 25,900원
(광고)[쏘카] 제주1일 25,900원

#NAME#님을 위한 제주 쿠폰 도착!
지금 특가로 이용해 보세요.

■ 제주 대여요금 안내
① 1일(~24시간) 25,900원
② 1박 2일(~48시간) 51,800원
③ 2박 3일(~72시간) 77,700원

■ 주행요금 무료 혜택
- 전기차 : 주행거리 무제한 무료
- 일반 차종 : 50km까지 무료

■ 보험 및 보장상품
- 사고 시 최대 70만원 '실속보장' 상품 0원

▼지금 예약하기▼
https://get.socar.kr/4p0m8p


*무료수신거부 : 080-808-0169

[보유 크레딧 1,000이상]
(광고)[쏘카] 제주1일 {{25,900-보유크레딧}}원
(광고)[쏘카] 제주1일 {{25,900-보유크레딧}}원

#NAME#님을 위한 제주 쿠폰이 도착했어요.
지금 특가로 이용해 보세요.

■ 제주 대여요금 안내
① 1일(~24시간) {{25,900-보유크레딧}}원
② 1박 2일(~48시간) {{51,800-보유크레딧}}원
③ 2박 3일(~72시간) {{77,700-보유크레딧}}원

■ 주행요금 무료 혜택
- 전기차 : 주행거리 무제한 무료
- 일반 차종 : 50km까지 무료

■ 보험 및 보장상품
- 사고 시 최대 70만원 '실속보장' 상품 0원

▼지금 예약하기▼
https://get.socar.kr/4p0m8p


*위 금액은 크레딧 적용가입니다.

*무료수신거부 : 080-808-0169",,"제주특가 쿠폰북
https://get.socar.kr/4p0m8p",,,Promo_250915-0928_타겟_이나밤비_세일즈tf-T4-제주존탐색-3일미만설정_카셰어링(전체)_lms_AB테스트,,,,,LMS,,,,,,,,,,Variant,626.0,110.0,18.0,85.0,13.6,71.0,11.3,Control,44.0,4.0,9.0,,,,
2025-09-15,True,False,B4__쿠폰함 조회,조단,조단,,"쿠폰함/쿠폰북 진입 후 20분 내 예약 없는 회원
- 할인 혜택에 민감한 회원에게 주행 요금 무료인 전기차 소구
- 전기차 쿠폰북 다운로드 받으면 > 전기차는 주행요금 완전 무료라는 알림 보내주기",전체 회원,"(광고)[쏘카] 전기차 주행료 무료⚡
어디까지 가든 무조건 0원!
지금 0원에 예약해 보세요👉
[수신거부 : 설정]",,"socar-v2://view/filtered-car-class?filterIds=104,103,89,88,83,82,77,72,65,64,63,59,58,54,13,11,10,8,7,6",,,Promo_250915-250928_타겟_조단_세일즈tf-B4-쿠폰함조회-전기차유도예약촉진_카셰어링(전체)_푸시_AB테스트,,,,,푸시,,,,,,,,,,Variant,22660.0,5410.0,24.0,3837.0,16.9,4077.0,18.0,Control,312.0,56.0,18.0,,,,
2025-09-15,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,"이용시간 1일 이상 설정 후 20분내 예약 없는 회원
- 해당 회원은 여행이 예상되는 회원으로 장거리 운행 가능성이 높음
- 전기차 주행 시 주행요금 무료라는점을 안내함으로써 이탈한 회원 예약 유도",전체 회원,"(광고)[쏘카] ⚡전기차는 지금 무료!
서울→부산 이동해도 주행요금 0원
빠르게 매진되고 있으니 서두르세요!
[수신거부 : 설정]",,"socar-v2://view/filtered-car-class?filterIds=104,103,89,88,83,82,77,72,65,64,63,59,58,54,13,11,10,8,7,6",,,Promo_250915-250928_타겟_패트_세일즈tf-T2-대여시간설정-1일이상-전기차유도예약촉진_카셰어링(전체)_푸시_AB테스트,,,,,푸시,,,,,,,,,,Variant,12400.0,2734.0,22.0,1951.0,15.7,1797.0,14.5,Control,314.0,60.0,19.0,,,,
2025-09-15,True,False,R1_결제 퍼널 이탈_예약 화면 진입,헤브,헤브,,"- 당일최저가 쿠폰이 적용된 상태로 결제퍼널에 진입하면, 진행 중인 예약이 당일 최저가임을 재인지시켜 예약 확정을 유도한다.
- 긴박성을 강조하는 이미지로 빠른 예약 전환 유도. 

[수정 진행하는 사항]
마감특가 > ""당일최저가"" 변경으로 인한 캠페인 문구 및 트리거 조건(쿠폰정책ID) 수정 진행",당일최저가 쿠폰이 적용된 상태로 결제퍼널에 진입 (*당일최저가 차량 예약 중인 고객),"[1] 크레딧 미보유 고객
오늘 하루만🔥 [{{event_properties.${text} | default: '차종'}}] 
1일 {{ items[0].real_coupon_offer | default: ""당일최저가"" }} 적용 완료👌

[2] 크레딧 보유 고객
오늘 하루만🔥 [{{event_properties.${text} | default: '차종'}}] 최저가
1일 [{{ items[0].real_coupon_offer | default: ""당일최저가"" }}]에 크레딧까지 할인 완료👌
{% endif %}",,-,,,Promo_250905-0928_타겟_지아나_세일즈tf-R1-마감특가예약시도유저-예약화면진입시_카셰어링(전체)_인앱메시지_AB테스트,,,,,인앱메시지,,,,,,,,,,Variant,650.0,332.0,51.0,194.0,29.8,230.0,35.4,Control,0.0,0.0,,,,,
2025-09-15,True,False,미접속,조단,조단,,"최근 1년 내 EV 1회 이상 이용 회원 중 
ㄴ 최근 7일 내 예약이 없는 회원"," *EV 많이 이용하는 회원인데 최근 이용 or 접속 n일동안 없는 회원 
ㄴ 약 2만 명","(광고)[쏘카] 전기차 주행료 완전 무료

전기차를 애용하시는 {{${first_name} | default: '회원'}}님을 위한 대박 소식!

지금 전기차를 예약하면 아래 2가지 혜택을 모두 받을 수 있어요.

(1) 주행요금 무료
(2) 대여요금 60% 할인

아래 링크를 클릭해 확인해 보세요!
ㄴ▶ https://get.socar.kr/jtkmo1",,"https://get.socar.kr/iyu3sa

(가지러가기 지도 전기차 필터 적용)",,,Promo_250915_타겟_조단_세일즈tf-전기차이용유도_카셰어링(전체)_LMS_AB테스트,,,,,LMS,,,,,,,,,,Variant,111182.0,2140.0,2.0,2693.0,2.4,4127.0,3.7,Control,1682.0,32.0,2.0,,,,
2025-09-16,True,False,E_항공,밤비,이나,,"- 9/16~10/12 제주도착 회원 대상 카셰어링 예약전환 유도
- 제주 도착 리드타임에 따라 혜택 차별화

*일회성 발송

항공 발권 회원은 제주 카셰어링 수요가 있음
도착 시간(리드타임)별 맞춤 혜택 제공 시 예약 전환 가능성↑
탑승 인원 정보 기반 메시지 차별화 시 예약 전환 가능성↑","- 항공 발권 회원
- 9/16~10/2 제주 도착 회원","제주 도착 리드타임 1일/2~6일/7일이상(3만/1만/기존 혜택+인원정보)
짧은 문구
[일반]
🎁 30,000크레딧 지급 완료

#NAME#님 제주에서 필요한 차,
크레딧 할인받고 부담없이 대여하세요!

👉제주 대여요금 안내
- 1일(~24시간) 25,900원
- 1박 2일(~48시간) 51,800원
- 2박 3일(~72시간) 77,700원
- 3일 이상(~96시간) 103,600원

*크레딧 소멸 기한 : 지급일로부터 1일
*쿠폰 및 크레딧 할인 중복 적용 가능

CTA : 30,000크레딧 사용하기",,"1. 가지러가기(제주존105)
https://get.socar.kr/q0tlmv

2. 쿠폰북 (제주정액권)
https://get.socar.kr/pe4qy1",,,Promo_250916_타겟_밤비이나_세일즈tf-네이버항공-제주도착회원예약전환_카셰어링(전체)_친구톡_AB테스트,,,"- 항공 발권 회원은 제주에서 카셰어링 필요함
- 제주도착 리드타임에 따라 혜택 차별화하면 예약전환 일어날 것
- 인원 정보에 따라 메시지 차별화하면 예약전환 일어날 것",,친구톡,,,,,,,,,,Variant,4502.0,54.0,1.0,45.0,1.0,104.0,2.3,Control,74.0,0.0,0.0,,,,
